video_name,Squat,Pushup,PlankTime
idle_01.mp4,0,0,0.0
idle_02 .mp4,0,0,0.0
idle_03.mp4,0,0,0.0
plank_01.mp4,0,0,6.2
plank_02.MP4,0,0,9.1
plank_03.mp4,0,0,9.1
pushup_01.mp4,0,2,0.0
pushup_02.mp4,0,4,0.0
pushup_03.mp4,0,4,0.0
squat_01.mp4,2,0,0.0
squat_02.mp4,8,0,0.0
squat_03.mp4,2,0,0.0
